1.016798139646922228e-01 1.832127981941743811e-01 0.000000000000000000e+00
6.515630442962162538e-01 -2.777164829902423193e-01 0.000000000000000000e+00
1.625299454622820550e-01 5.908073674831315625e-01 0.000000000000000000e+00
-4.186770541539604484e-01 2.632886445559331698e-02 0.000000000000000000e+00
8.249889712170951905e-02 -9.268213516952529540e-02 0.000000000000000000e+00
2.977843354650848706e-01 2.180446686828947933e-01 0.000000000000000000e+00
2.102084709213479508e-01 3.987614520226149817e-01 0.000000000000000000e+00
-7.915531542687584410e-02 6.241376711863418775e-02 0.000000000000000000e+00
3.928702493782671445e-01 1.851532751375393471e-01 0.000000000000000000e+00
-1.888951268840863285e-01 2.013517200336548130e-02 0.000000000000000000e+00
2.376183022853573523e-01 -8.827554244962655672e-02 0.000000000000000000e+00
-5.397282190714815242e-02 -7.284063549465462362e-02 0.000000000000000000e+00
-1.075818920733614611e-02 4.330089204470258246e-02 0.000000000000000000e+00
-3.607392484509230196e-02 -1.151557456997216872e-01 0.000000000000000000e+00
7.206876515268402505e-02 2.694203537856472708e-01 0.000000000000000000e+00
3.426650765607960891e-01 -1.356440828296324314e-02 0.000000000000000000e+00
-1.789977871978501167e-01 -2.531800737862185957e-01 0.000000000000000000e+00
-8.804264097877319978e-03 -1.833866990645730832e-01 0.000000000000000000e+00
-1.170098416829163240e-01 2.614636496391410311e-02 0.000000000000000000e+00
-4.763785098876397589e-02 -1.367429840173733750e-02 0.000000000000000000e+00
1.954918806610770332e-01 -3.099769220303512096e-01 0.000000000000000000e+00
-4.514615431746825669e-01 -4.952123126823186616e-02 0.000000000000000000e+00
-4.175029069757711375e-01 5.002448018959541887e-02 0.000000000000000000e+00
1.109993767207693082e-03 2.314759116063220545e-01 0.000000000000000000e+00
-2.109454443347368868e-01 -1.288228538934260425e-01 0.000000000000000000e+00
-2.607521664996919064e-01 2.014794062151099296e-01 0.000000000000000000e+00
-2.122766960485984386e-02 -5.566430801171943360e-02 0.000000000000000000e+00
-2.363998341093912769e-01 1.551619184174266031e-02 0.000000000000000000e+00
2.816152690847948878e-02 -1.284837988923142049e-01 0.000000000000000000e+00
1.331643916817729090e-01 4.112320569763113637e-02 0.000000000000000000e+00
2.156491868544603008e-01 1.149621283520894759e-02 0.000000000000000000e+00
5.949045010932243471e-01 -1.408097666196924669e-01 0.000000000000000000e+00
-6.917086613787595817e-02 -6.356704398713744486e-02 0.000000000000000000e+00
1.214600909599584111e-01 -3.341141824177165098e-01 0.000000000000000000e+00
-3.387876675878002675e-01 2.019651140340130990e-01 0.000000000000000000e+00
3.584320048831843297e-02 2.576784264159686089e-01 0.000000000000000000e+00
5.489364549752033529e-02 -2.824222289695422217e-01 0.000000000000000000e+00
-3.064276772328228815e-01 2.787338832986535619e-01 0.000000000000000000e+00
1.489699732757463202e-01 -2.695496603589807583e-01 0.000000000000000000e+00
3.278125546830555348e-01 -7.312235830328860098e-02 0.000000000000000000e+00
-5.427569567051537813e-01 2.043351190577168408e-01 0.000000000000000000e+00
-2.390702949721960346e-01 -1.535159434242256704e-01 0.000000000000000000e+00
-2.726074339643288491e-01 -1.659078490184266730e-01 0.000000000000000000e+00
-3.254221948615877436e-01 1.556877456076805229e-02 0.000000000000000000e+00
2.716150162621684960e-01 3.014983387846771334e-01 0.000000000000000000e+00
3.575552160110089805e-01 -1.003340031618955297e-01 0.000000000000000000e+00
7.224414408895692141e-02 1.259738237959003859e-01 0.000000000000000000e+00
-2.197127649775824365e-01 -2.132278249287293259e-01 0.000000000000000000e+00
-3.593342598384514919e-02 4.231496086371745735e-02 0.000000000000000000e+00
-1.014157288451728173e-01 1.212739287258048776e-02 0.000000000000000000e+00
-1.044362206923241887e+00 -1.139185501141019685e+00 1.000000000000000000e+00
-8.034720936048966866e-01 -9.352324782447246632e-01 1.000000000000000000e+00
-1.519109311641042126e+00 -1.181324641500343997e+00 1.000000000000000000e+00
-1.212544421236569026e+00 -1.034810351498114178e+00 1.000000000000000000e+00
-9.916153067423130185e-01 -1.304286083362868220e+00 1.000000000000000000e+00
-1.230396761763530522e+00 -9.541313314267045875e-01 1.000000000000000000e+00
-1.262096792050428462e+00 -9.732640147424665988e-01 1.000000000000000000e+00
-8.069811988903951017e-01 -1.101466736937781299e+00 1.000000000000000000e+00
-1.047844661617840956e+00 -1.127287920171203384e+00 1.000000000000000000e+00
-9.950048262308260894e-01 -1.301798697351699285e+00 1.000000000000000000e+00
-1.131734860365023243e+00 -8.602389278547025731e-01 1.000000000000000000e+00
-1.126098838399871793e+00 -8.482344742927390158e-01 1.000000000000000000e+00
-6.428781792216116120e-01 -1.278809356665524755e+00 1.000000000000000000e+00
-9.437804436140110331e-01 -1.180204747730549286e+00 1.000000000000000000e+00
-9.167851559099589043e-01 -1.022070411209160312e+00 1.000000000000000000e+00
-1.184981403469336003e+00 -7.056154220951743605e-01 1.000000000000000000e+00
-1.249246744801751907e+00 -1.224362612589860788e+00 1.000000000000000000e+00
-6.467280513202818826e-01 -9.371023602795520713e-01 1.000000000000000000e+00
-8.927032311761727845e-01 -1.302556438354663282e+00 1.000000000000000000e+00
-1.020092012161838424e+00 -7.244603222333922954e-01 1.000000000000000000e+00
-1.317931640129697879e+00 -1.134699118768040638e+00 1.000000000000000000e+00
-1.146096472124042753e+00 -1.277248189099994047e+00 1.000000000000000000e+00
-6.357872779835362920e-01 -7.332911235223884550e-01 1.000000000000000000e+00
-9.235513237660450958e-01 -9.297757507624132556e-01 1.000000000000000000e+00
